time,high_g_x,high_g_y,high_g_z,bmx_x_magn,bmx_y_magn,bmx_z_magn,bmx_x_gyro,bmx_y_gyro,bmx_z_gyro,bmx_x_accel,bmx_y_accel,bmx_z_accel,cpu_temp,real_temp,baro_height,gps_height,gps_satCount,gps_lat,gps_lon,gps_ascent,gps_groundSpeed,telemetrum_board.arm_status,telemetrum_board.current,telemetrum_board.voltage,stratologger_board.arm_status,stratologger_board.current,stratologger_board.voltage,camera_board.arm_status,camera_board.current,camera_board.voltage,v3_rail_voltage,v5_rail_voltage,mainBatteryVoltage,mainBatteryTemperature
2.756703138,-0.117679797,-0.549172401,0.196133003,-170.1000061,235.5,-14.69999981,-0.030487999,0.053353999,0.045731999,0.228490621,-9.655822754,-0.791941345,53.5340004,41.51312637,4.675228596,-6.890100002,0,32.94288635,-106.9146576,3.175002813,0.059999999,1,38.85076141,4.141251087,1,0,8.195724487,1,420.4498901,4.982686996,3.323426008,5.03874445,14.57116032,36.33307266
2.918138027,-0.196133003,-0.549172401,0.274586201,-162.8999939,240.3000031,-18.89999962,-0.022865999,0.060975999,0.045731999,0.233873919,-9.671972275,-0.776987731,54.61000061,41.50501251,6.396125793,-6.890100002,0,32.94288635,-106.9146576,3.175002813,0.059999999,1,38.85076141,4.141251087,1,0,8.195724487,1,420.4498901,4.982686996,3.323426008,5.03874445,14.57116032,36.33307266
3.115092039,0,-0.588398993,0.235359594,-177.3000031,249.8999939,-11.69999981,-0.022865999,0.068598002,0.045731999,0.21054633,-9.655223846,-0.776987731,54.0719986,41.5062561,11.14350414,-6.890100002,0,32.94288635,-106.9146576,3.175002813,0.059999999,1,38.85076141,4.141251087,1,30.84009361,8.18735218,1,420.4498901,4.982686996,3.323426008,5.03874445,14.57116032,36.33307266
3.308433056,-0.196133003,-0.862985194,0.274586201,-186.8999939,235.5,-21.89999962,-0.038109999,0.038109999,0.045731999,0.22250919,-9.686925888,-0.768015623,54.61000061,41.52209091,6.713686466,-6.890100002,0,32.94288635,-106.9146576,3.175002813,0.037999999,1,38.85076141,4.141251087,1,0.05072384,8.209811211,1,420.4498901,4.982686996,3.323426008,5.03874445,14.57116032,36.33307266
3.512760878,-0.078453198,-0.588398993,0.196133003,-170.1000061,245.1000061,-16.5,-0.030487999,0.030487999,0.060975999,0.25181821,-9.676757813,-0.781772912,54.0719986,41.4916687,2.960273027,-6.890100002,0,32.94288635,-106.9146576,3.175002813,0.037999999,1,39.0827179,4.147903442,1,0.05072384,8.209811211,1,420.4498901,4.982686996,3.323426008,5.03874445,14.57116032,36.33307266
3.672737122,-0.039226599,-0.588398993,0.313812792,-184.5,240.3000031,-12.30000019,-0.022865999,0.083842002,0.038109999,0.244640484,-9.67376709,-0.759043455,54.0719986,41.50632095,6.197446823,-6.890100002,0,32.94288635,-106.9146576,3.175002813,0.037999999,1,39.0827179,4.147903442,1,0.05072384,8.209811211,1,420.4498901,4.982686996,3.323426008,5.03874445,14.57116032,36.33307266
3.866979837,-0.274586201,-0.549172401,0.274586201,-167.6999969,240.3000031,-12.89999962,-0.030487999,0.053353999,0.038109999,0.212938905,-9.679149628,-0.768613756,54.0719986,41.5282402,8.710639,-6.890100002,0,32.94288635,-106.9146576,3.175002813,0.037999999,1,39.0827179,4.147903442,1,0.202895358,8.207286835,1,420.4498901,4.982686996,3.323426008,5.03874445,14.57116032,36.33307266
4.027146339,-0.078453198,-0.50994581,0.039226599,-182.1000061,247.5,-11.10000038,-0.045731999,0.030487999,0.053353999,0.236266479,-9.665990829,-0.798520923,54.61000061,41.51293182,4.59008646,-6.890100002,0,32.94288635,-106.9146576,3.175002813,0.037999999,1,39.0827179,4.147903442,1,0.202895358,8.207286835,1,420.4498901,4.982686996,3.323426008,5.03874445,14.57116032,36.33307266
4.195449829,-0.156906396,-0.588398993,-0.078453198,-172.5,240.3000031,-20.70000076,-0.030487999,0.076219998,0.045731999,0.24822934,-9.664196014,-0.7955302,54.0719986,41.51770782,7.498230457,-5.249599934,0,32.94288635,-106.9146576,3.175002813,0.017000001,1,39.0827179,4.147903442,1,0.202895358,8.207286835,1,420.4498901,4.982686996,3.323426008,5.03874445,14.57116032,36.33307266
4.357762337,-0.117679797,-0.274586201,0.156906396,-177.3000031,249.8999939,-19.5,-0.030487999,0.060975999,0.053353999,0.206359342,-9.652832031,-0.783567309,54.0719986,41.51580811,5.774941921,-5.249599934,0,32.94288635,-106.9146576,3.175002813,0.017000001,1,39.0827179,4.147903442,1,0.202895358,8.207286835,1,420.4498901,4.982686996,3.323426008,5.03874445,14.57116032,36.33307266
4.520898819,-0.156906396,-0.274586201,0.039226599,-184.5,235.5,-19.5,-0.015244,0.045731999,0.045731999,0.224901766,-9.663598061,-0.780576587,54.0719986,41.50762939,9.850129128,-5.249599934,0,32.94288635,-106.9146576,3.175002813,0.017000001,1,39.0827179,4.147903442,1,0.202895358,8.207286835,1,420.4498901,4.982686996,3.323426008,5.03874445,14.57116032,36.33307266
4.756245136,-0.156906396,-0.588398993,0.156906396,-179.6999969,245.1000061,-20.70000076,-0.030487999,0.091463998,0.038109999,0.223705485,-9.672570229,-0.757249057,54.61000061,41.53412628,6.753243923,-5.249599934,0,32.94288635,-106.9146576,3.175002813,0.017000001,1,39.0827179,4.147903442,1,0.202895358,8.207286835,1,420.4498901,4.982686996,3.318140268,5.03303051,14.55035496,36.22439957
4.946793079,-0.313812792,-0.745305419,0.313812792,-174.8999939,254.6999969,-11.10000038,-0.015244,0.091463998,0.045731999,0.229088768,-9.676158905,-0.791941345,54.61000061,41.49304199,9.299868584,-5.249599934,0,32.94288635,-106.9146576,3.175002813,0.017000001,1,39.04587936,4.133370399,1,0.202895358,8.207286835,1,420.4498901,4.982686996,3.318140268,5.03303051,14.55035496,36.22439957
5.112981796,-0.039226599,-0.353039414,0.117679797,-172.5,235.5,-20.70000076,-0.030487999,0.045731999,0.053353999,0.231481344,-9.688121796,-0.744688034,54.0719986,41.50462341,8.935044289,-5.249599934,0,32.94288635,-106.9146576,3.175002813,0.017000001,1,39.04587936,4.133370399,1,0.202895358,8.207286835,1,420.4498901,4.982686996,3.318140268,5.03303051,14.55035496,36.22439957
5.346920013,-0.235359594,-0.470719188,0.353039414,-186.8999939,240.3000031,-21.89999962,-0.045731999,0.030487999,0.053353999,0.240453482,-9.670776367,-0.771604478,54.0719986,41.51037979,6.20006609,-4.265299797,0,32.94288635,-106.9146576,3.331616402,0.063000001,1,39.04587936,4.133370399,1,0.202895358,8.207286835,1,420.4498901,4.982686996,3.320201635,5.038304806,14.5613699,36.22400284
5.536138058,-0.078453198,-0.392266005,0.50994581,-170.1000061,233.1000061,-16.5,-0.038109999,0.068598002,0.038109999,0.246434912,-9.670776367,-0.7554546,54.0719986,41.49683762,15.21016693,-4.265299797,0,32.94288635,-106.9146576,3.331616402,0.063000001,1,38.20866776,4.135163784,1,0.202895358,8.207286835,1,420.4498901,4.982686996,3.320201635,5.038304806,14.5613699,36.22400284
5.696791172,0,-0.588398993,0.274586201,-184.5,235.5,-15.89999962,-0.030487999,0.060975999,0.045731999,0.245836779,-9.676757813,-0.782371044,54.0719986,41.5061264,6.792230606,-4.265299797,0,32.94288635,-106.9146576,3.331616402,0.063000001,1,38.20866776,4.135163784,1,0.202895358,8.207286835,1,420.4498901,4.982686996,3.320201635,5.038304806,14.5613699,36.22400284
5.888967037,-0.196133003,-0.274586201,0.117679797,-170.1000061,245.1000061,-18.29999924,-0.022865999,0.030487999,0.053353999,0.242846057,-9.660009384,-0.799119055,53.5340004,41.52058411,8.477143288,-4.265299797,0,32.94288635,-106.9146576,3.331616402,0.063000001,1,38.41136932,4.144524574,1,0.202895358,8.207286835,1,420.4498901,4.982686996,3.320201635,5.038304806,14.5613699,36.22400284
6.163444042,-0.196133003,-0.235359594,0.039226599,-172.5,252.3000031,-20.10000038,-0.022865999,0.038109999,0.068598002,0.25181821,-9.665990829,-0.771006346,54.0719986,41.51266861,4.331020832,-4.265299797,0,32.94288635,-106.9146576,3.331616402,0.063000001,1,38.41136932,4.144524574,1,0.025337314,8.18764019,1,420.4498901,4.982686996,3.320201635,5.038304806,14.5613699,36.22400284
6.368037224,-0.196133003,-0.50994581,0.431492597,-189.3000031,247.5,-18.89999962,-0.030487999,0.053353999,0.053353999,0.228490621,-9.67017746,-0.778184056,54.0719986,41.48218155,8.374322891,-4.265299797,0,32.94288635,-106.9146576,3.331616402,0.057,1,38.41136932,4.144524574,1,0.025337314,8.18764019,1,420.4498901,4.982686996,3.320201635,5.038304806,14.5613699,36.22400284
6.563102722,-0.235359594,-0.431492597,0.156906396,-174.8999939,225.8999939,-15.89999962,-0.022865999,0.060975999,0.053353999,0.269762486,-9.667785645,-0.756052732,54.0719986,41.49834061,0.633380413,-4.265299797,0,32.94288635,-106.9146576,3.331616402,0.057,1,38.53805542,4.135163784,1,0.025337314,8.18764019,1,420.4498901,4.982686996,3.320201635,5.038304806,14.5613699,36.22400284
6.723831177,-0.156906396,-0.50994581,0.156906396,-177.3000031,245.1000061,-23.10000038,-0.030487999,0.060975999,0.053353999,0.244640484,-9.698888779,-0.799717188,54.0719986,41.50331497,2.922277927,-4.265299797,0,32.94288635,-106.9146576,3.331616402,0.057,1,38.53805542,4.135163784,1,0.025337314,8.18764019,1,420.4498901,4.982686996,3.320201635,5.038304806,14.5613699,36.22400284
6.91479969,-0.313812792,-0.549172401,0.431492597,-167.6999969,247.5,-16.5,-0.022865999,0.022865999,0.045731999,0.184228048,-9.668383598,-0.777585924,54.0719986,41.50992203,3.069820166,-4.265299797,0,32.94288635,-106.9146576,3.331616402,0.057,1,38.53805542,4.135163784,1,0,8.201979637,1,420.4498901,4.982686996,3.320201635,5.038304806,14.5613699,36.22400284
7.156326294,-0.196133003,-0.50994581,0.313812792,-174.8999939,247.5,-20.10000038,-0.022865999,0.060975999,0.030487999,0.239257202,-9.685131073,-0.776389599,54.0719986,41.50023651,3.780318975,-4.265299797,0,32.94288635,-106.9146576,3.331616402,0.057,1,38.53805542,4.135163784,1,0,8.201979637,1,420.4498901,4.982686996,3.319408655,5.034495354,14.5613699,36.22105789
7.31782198,-0.313812792,-0.549172401,0.117679797,-177.3000031,228.3000031,-19.5,-0.015244,0.053353999,0.053353999,0.279930919,-9.690514565,-0.768613756,54.61000061,41.47851563,7.331201077,-4.265299797,0,32.94288635,-106.9146576,3.331616402,0.057,1,38.53805542,4.135163784,1,0,8.201979637,1,420.4498901,4.982686996,3.319408655,5.034495354,14.5613699,36.22105789
7.510962963,0,-0.392266005,0.235359594,-179.6999969,221.1000061,-13.5,-0.022865999,0.068598002,0.053353999,0.221911058,-9.658813477,-0.783567309,54.0719986,41.48754501,8.902478218,-4.265299797,0,32.94288635,-106.9146576,3.331616402,0.057,1,38.53805542,4.135163784,1,0.050662529,8.191127777,1,420.4498901,4.982686996,3.319408655,5.034495354,14.5613699,36.22105789
7.744893074,0,-0.666852176,0.156906396,-179.6999969,240.3000031,-17.10000038,-0.038109999,0.022865999,0.060975999,0.204564899,-9.668981552,-0.766221166,54.0719986,41.50678253,6.927135944,-4.265299797,0,32.94288635,-106.9146576,3.331616402,0.057,1,38.53805542,4.135163784,1,0.050662529,8.191127777,1,420.4498901,4.982686996,3.32062459,5.038158417,14.5613699,36.25240326
7.93731308,-0.313812792,-0.50994581,0.274586201,-184.5,225.8999939,-21.89999962,-0.038109999,0.053353999,0.022865999,0.218322188,-9.649841309,-0.788352489,54.0719986,41.4916687,6.258490562,-4.265299797,0,32.94288635,-106.9146576,3.331616402,0.057,1,36.71844482,4.13711071,1,0.050662529,8.191127777,1,420.4498901,4.982686996,3.32062459,5.038158417,14.5613699,36.25240326
8.100848198,-0.039226599,-0.431492597,0.235359594,-177.3000031,247.5,-16.5,-0.022865999,0.053353999,0.038109999,0.25181821,-9.654027939,-0.75784719,53.5340004,41.51011658,3.906605482,-4.265299797,0,32.94288635,-106.9146576,3.331616402,0.057,1,36.71844482,4.13711071,1,0.050662529,8.191127777,1,420.4498901,4.982686996,3.32062459,5.038158417,14.5613699,36.25240326
8.341779709,-0.039226599,-0.470719188,0.196133003,-170.1000061,228.3000031,-15.30000019,-0.030487999,0.060975999,0.045731999,0.235668346,-9.646252632,-0.766819298,54.0719986,41.51175308,5.195145607,-4.265299797,11,32.94288635,-106.9146576,3.331616402,0.057,1,36.71844482,4.13711071,1,0.050662529,8.191127777,1,420.4498901,4.982686996,3.32062459,5.036400318,14.52098274,36.5056572
8.503062248,-0.274586201,-0.274586201,0.156906396,-172.5,237.8999939,-24.29999924,-0.015244,0.053353999,0.045731999,0.189013183,-9.676158905,-0.76263231,54.0719986,41.50651932,7.08739233,-4.265299797,0,32.94288635,-106.9146576,3.331616402,0.057,1,36.71844482,4.13711071,1,0.050662529,8.191127777,1,420.4498901,4.982686996,3.32062459,5.036400318,14.52098274,36.5056572
8.699816704,-0.156906396,-0.549172401,0.353039414,-179.6999969,237.8999939,-14.69999981,-0.045731999,0.053353999,0.038109999,0.241649777,-9.679149628,-0.768613756,54.0719986,41.50972366,8.519769669,-4.265299797,0,32.94288635,-106.9146576,3.331616402,0.057,1,39.30318069,4.135431767,1,0.050662529,8.191127777,1,420.4498901,4.982686996,3.32062459,5.036400318,14.52098274,36.5056572
8.929401398,-0.078453198,-0.50994581,0.392266005,-196.5,247.5,-26.10000038,-0.022865999,0.083842002,0.038109999,0.235668346,-9.657616615,-0.792539477,54.0719986,41.51194763,10.08081245,-4.265299797,0,32.94288635,-106.9146576,3.331616402,0.057,1,39.30318069,4.135431767,1,0.050662529,8.191127777,1,420.4498901,4.982686996,3.318245888,5.036546707,14.55525112,36.23392105
9.103368759,-0.196133003,-0.627625585,0.156906396,-165.3000031,240.3000031,-15.30000019,-0.030487999,0.060975999,0.045731999,0.269762486,-9.670776367,-0.756650925,54.0719986,41.49807739,6.051015377,-4.265299797,0,32.94288635,-106.9146576,3.331616402,0.057,1,39.30318069,4.135431767,1,0.050662529,8.191127777,1,420.4498901,4.982686996,3.318245888,5.036546707,14.55525112,36.23392105
9.270534515,-0.274586201,-0.470719188,0.274586201,-167.6999969,247.5,-24.29999924,-0.038109999,0.038109999,0.053353999,0.2141352,-9.689916611,-0.778184056,54.0719986,41.51901627,5.641685009,-3.280999899,0,32.94288254,-106.9146576,3.331616402,0.128000006,1,39.30318069,4.135431767,1,0.050662529,8.191127777,1,420.4498901,4.982686996,3.318245888,5.036546707,14.55525112,36.23392105
9.460850716,-0.235359594,-0.627625585,0.353039414,-186.8999939,240.3000031,-24.29999924,-0.015244,0.053353999,0.038109999,0.211742625,-9.657018661,-0.775791466,54.0719986,41.51057434,10.73750591,-3.280999899,0,32.94288254,-106.9146576,3.331616402,0.128000006,1,39.30318069,4.135431767,1,0.329191059,8.18069458,1,420.4498901,4.982686996,3.318245888,5.036546707,14.55525112,36.23392105
9.620057106,-0.313812792,-0.745305419,0.196133003,-191.6999969,249.8999939,-17.70000076,-0.030487999,0.083842002,0.038109999,0.257201493,-9.650439262,-0.756650925,54.0719986,41.51018143,8.434269905,-3.280999899,0,32.94288254,-106.9146576,3.331616402,0.128000006,1,39.30318069,4.135431767,1,0.329191059,8.18069458,1,420.4498901,4.982686996,3.318245888,5.036546707,14.55525112,36.23392105
9.854757309,-0.235359594,-0.627625585,0.117679797,-186.8999939,230.6999969,-15.30000019,-0.030487999,0.038109999,0.038109999,0.256005198,-9.65941143,-0.788352489,54.0719986,41.51463318,8.554778099,-3.280999899,0,32.94288254,-106.9146576,3.331616402,0.128000006,1,39.30318069,4.135431767,1,0.329191059,8.18069458,1,420.4498901,4.982686996,3.318562984,5.031272411,14.53199768,36.2109375
10.04946327,-0.274586201,-0.549172401,0.196133003,-167.6999969,228.3000031,-12.30000019,-0.030487999,0.030487999,0.060975999,0.238659054,-9.668981552,-0.76741749,54.0719986,41.50874329,11.03894043,-3.280999899,0,32.94288254,-106.9146576,3.331616402,0.128000006,1,37.9365654,4.133122921,1,0.329191059,8.18069458,1,420.4498901,4.982686996,3.318562984,5.031272411,14.53199768,36.2109375
10.21335316,-0.235359594,-0.50994581,0.039226599,-165.3000031,235.5,-20.10000038,-0.030487999,0.045731999,0.045731999,0.227294341,-9.674962997,-0.793735743,55.14799881,41.51626587,4.120002747,-3.280999899,0,32.94288254,-106.9146576,3.331616402,0.128000006,1,37.9365654,4.133122921,1,0.329191059,8.18069458,1,420.4498901,4.982686996,3.318562984,5.031272411,14.53199768,36.2109375
10.37287331,-0.078453198,-0.431492597,0.156906396,-177.3000031,237.8999939,-15.89999962,-0.030487999,0.060975999,0.030487999,0.209350049,-9.694702148,-0.783567309,54.0719986,41.50547028,8.722837448,-3.280999899,11,32.94288254,-106.9146576,3.331616402,0.128000006,1,37.9365654,4.133122921,1,0.329191059,8.18069458,1,420.4498901,4.982686996,3.318562984,5.031272411,14.53199768,36.2109375
