time,velocity,vertical_velocity,altitude,vertical_velocity_2,altitude_2,air_density,pitch,temperature,phi,theta,baro_height
0.162850,0.232080,0.020063,0.702700,0.000000,0.000000,1.225000,0.086556,32.000000,-0.165267,0.086556,0.708297
0.398791,-0.044624,-0.021142,0.036148,0.000000,0.000000,1.225000,0.493572,32.000000,-0.934885,0.493572,0.030852
0.562092,0.231519,0.095692,4.101491,0.000000,0.000000,1.225000,0.426098,32.000000,-0.675004,0.426098,4.133895
0.754745,-0.121977,-0.050564,0.498607,0.000000,0.000000,1.225000,0.427438,32.000000,-0.796514,0.427438,0.469852
0.917600,-0.013864,-0.005552,2.066834,0.000000,0.000000,1.225000,0.411987,32.000000,-0.844679,0.411987,2.079390
1.118188,-0.076236,-0.029830,1.512658,0.000000,0.000000,1.225000,0.402030,32.000000,-0.910394,0.402030,1.508270
1.313680,-0.133114,-0.050933,0.999864,0.000000,0.000000,1.225000,0.392641,32.000000,-0.972500,0.392641,0.995840
1.473838,-0.090412,-0.033713,1.615947,0.000000,0.000000,1.225000,0.382109,32.000000,-1.044630,0.382109,1.620919
1.662733,0.082363,0.030261,3.259341,0.000000,0.000000,1.225000,0.376231,32.000000,-1.102480,0.376231,3.272447
1.856711,-0.072547,-0.026087,1.889635,0.000000,0.000000,1.225000,0.367824,32.000000,-1.156936,0.367824,1.878714
2.011877,-0.102515,-0.036055,1.499887,0.000000,0.000000,1.225000,0.359389,32.000000,-1.204891,0.359389,1.496814
2.215074,-0.057331,-0.019923,1.850367,0.000000,0.000000,1.225000,0.354907,32.000000,-1.246326,0.354907,1.853205
2.404151,-0.018329,-0.006282,2.197671,0.000000,0.000000,1.225000,0.349822,32.000000,-1.270079,0.349822,2.200459
2.564735,-0.298103,-0.101167,-1.224076,0.000000,0.000000,1.225000,0.346246,32.000000,-1.281793,0.346246,-1.251325
2.756703,0.014768,0.004973,1.403917,0.000000,0.000000,1.225000,0.343429,32.000000,-1.284679,0.343429,1.424940
2.918138,0.060411,0.020127,1.945140,0.000000,0.000000,1.225000,0.339662,32.000000,-1.290522,0.339662,1.949444
3.115092,0.241781,0.080824,3.384979,0.000000,0.000000,1.225000,0.340850,32.000000,-1.273238,0.340850,3.396374
3.308433,0.078325,0.026154,2.056901,0.000000,0.000000,1.225000,0.340459,32.000000,-1.269785,0.340459,2.046232
3.512761,-0.076362,-0.026333,0.911372,0.000000,0.000000,1.225000,0.352069,32.000000,-1.227771,0.352069,0.902247
3.672737,0.001398,0.000473,1.881131,0.000000,0.000000,1.225000,0.345485,32.000000,-1.238057,0.345485,1.888890
3.866980,0.094102,0.032004,2.648779,0.000000,0.000000,1.225000,0.347017,32.000000,-1.220706,0.347017,2.654873
4.027146,-0.006842,-0.002346,1.408908,0.000000,0.000000,1.225000,0.349913,32.000000,-1.208666,0.349913,1.398990
4.195450,0.069689,0.024237,2.278424,0.000000,0.000000,1.225000,0.355213,32.000000,-1.188576,0.355213,2.285349
4.357762,0.026532,0.009545,1.764243,0.000000,0.000000,1.225000,0.368001,32.000000,-1.148421,0.368001,1.760116
4.520899,0.120326,0.044693,2.992404,0.000000,0.000000,1.225000,0.380552,32.000000,-1.117461,0.380552,3.002173
4.756245,-0.033014,-0.012537,2.065684,0.000000,0.000000,1.225000,0.389541,32.000000,-1.093689,0.389541,2.058288
4.946793,0.043545,0.017670,2.828385,0.000000,0.000000,1.225000,0.417831,32.000000,-1.025086,0.417831,2.834462
5.112982,0.035139,0.014478,2.724122,0.000000,0.000000,1.225000,0.424670,32.000000,-1.015290,0.424670,2.723269
5.346920,-0.085677,-0.035656,1.896249,0.000000,0.000000,1.225000,0.429226,32.000000,-0.999047,0.429226,1.889688
5.536138,0.174793,0.070374,4.614189,0.000000,0.000000,1.225000,0.414372,32.000000,-1.030224,0.414372,4.635833
5.696791,-0.000020,-0.000008,2.090365,0.000000,0.000000,1.225000,0.424900,32.000000,-1.002885,0.424900,2.070171
5.888967,0.042013,0.019659,2.579820,0.000000,0.000000,1.225000,0.486944,32.000000,-0.883049,0.486944,2.583707
6.163444,-0.150573,-0.085571,1.329856,0.000000,0.000000,1.225000,0.604444,32.000000,-0.619454,0.604444,1.320031
6.368037,-0.057654,-0.029313,2.542615,0.000000,0.000000,1.225000,0.533350,32.000000,-0.741726,0.533350,2.552369
6.563103,-0.251920,-0.125675,0.211504,0.000000,0.000000,1.225000,0.522292,32.000000,-0.797325,0.522292,0.193045
6.723831,-0.224850,-0.106394,0.885140,0.000000,0.000000,1.225000,0.492892,32.000000,-0.852484,0.492892,0.890667
6.914800,-0.222054,-0.103607,0.935078,0.000000,0.000000,1.225000,0.485425,32.000000,-0.854274,0.485425,0.935636
7.156326,-0.196988,-0.088132,1.150291,0.000000,0.000000,1.225000,0.463851,32.000000,-0.908822,0.463851,1.152185
7.317822,-0.118845,-0.057550,2.225761,0.000000,0.000000,1.225000,0.505501,32.000000,-0.818228,0.505501,2.234441
7.510963,-0.077580,-0.037463,2.709414,0.000000,0.000000,1.225000,0.503958,32.000000,-0.818139,0.503958,2.713343
7.744893,-0.154553,-0.072727,2.115904,0.000000,0.000000,1.225000,0.489931,32.000000,-0.834885,0.489931,2.111288
7.937313,-0.173286,-0.080498,1.909026,0.000000,0.000000,1.225000,0.483113,32.000000,-0.848578,0.483113,1.907495
8.100848,-0.223123,-0.100647,1.196247,0.000000,0.000000,1.225000,0.467976,32.000000,-0.889916,0.467976,1.190675
8.341780,-0.161784,-0.074486,1.580185,0.000000,0.000000,1.225000,0.478448,32.000000,-0.865576,0.478448,1.583403
8.503062,-0.120608,-0.058049,2.155454,0.000000,0.000000,1.225000,0.502142,32.000000,-0.808270,0.502142,2.160132
8.699817,-0.084035,-0.039104,2.593135,0.000000,0.000000,1.225000,0.484010,32.000000,-0.802001,0.484010,2.596699
8.929401,-0.024063,-0.010995,3.068655,0.000000,0.000000,1.225000,0.474535,32.000000,-0.882073,0.474535,3.072482
9.103369,-0.111980,-0.050676,1.853909,0.000000,0.000000,1.225000,0.469615,32.000000,-0.886782,0.469615,1.844260
9.270535,-0.121935,-0.054441,1.720496,0.000000,0.000000,1.225000,0.462819,32.000000,-0.879039,0.462819,1.719502
9.460851,0.013622,0.006610,3.260319,0.000000,0.000000,1.225000,0.506608,32.000000,-0.767149,0.506608,3.272632
9.620057,-0.026777,-0.012064,2.576099,0.000000,0.000000,1.225000,0.467365,32.000000,-0.757516,0.467365,2.570640
9.854757,-0.023441,-0.010010,2.607102,0.000000,0.000000,1.225000,0.441206,32.000000,-1.406890,0.441206,2.607369
10.049463,0.031748,0.021090,3.358524,0.000000,0.000000,1.225000,0.726562,32.000000,-0.405591,0.726562,3.364505
10.213353,-0.068391,-0.039359,1.272356,0.000000,0.000000,1.225000,0.613210,32.000000,-0.460179,0.613210,1.255716
10.372873,-0.002676,-0.001560,2.647585,0.000000,0.000000,1.225000,0.622160,32.000000,-0.476192,0.622160,2.658591
10.565474,-0.039582,-0.021906,2.143227,0.000000,0.000000,1.225000,0.586482,32.000000,-0.614021,0.586482,2.139224
10.755867,0.005263,0.002765,2.764983,0.000000,0.000000,1.225000,0.553185,32.000000,-0.707211,0.553185,2.769954
10.916870,0.003299,0.001646,2.725277,0.000000,0.000000,1.225000,0.522131,32.000000,-0.776313,0.522131,2.724958
11.115863,-0.076461,-0.036231,1.848447,0.000000,0.000000,1.225000,0.493653,32.000000,-0.837943,0.493653,1.841487
11.356873,-0.065446,-0.029744,1.940862,0.000000,0.000000,1.225000,0.471786,32.000000,-0.887393,0.471786,1.941660
11.518904,-0.026096,-0.011383,2.585862,0.000000,0.000000,1.225000,0.451353,32.000000,-0.931021,0.451353,2.591038
11.709900,0.154824,0.068191,4.589389,0.000000,0.000000,1.225000,0.456089,32.000000,-0.913146,0.456089,4.605319
11.867507,-0.010145,-0.004514,1.875969,0.000000,0.000000,1.225000,0.461148,32.000000,-0.895028,0.461148,1.854264
12.060399,0.039266,0.016678,2.398468,0.000000,0.000000,1.225000,0.438669,32.000000,-0.946538,0.438669,2.402623
12.222979,0.033855,0.014731,2.332766,0.000000,0.000000,1.225000,0.450182,32.000000,-0.915218,0.450182,2.332221
12.416117,-0.047124,-0.020385,1.470642,0.000000,0.000000,1.225000,0.447346,32.000000,-0.914806,0.447346,1.463774
12.609961,0.112675,0.056205,3.339085,0.000000,0.000000,1.225000,0.522245,32.000000,-0.761547,0.522245,3.353951
12.802246,-0.036106,-0.016655,1.538741,0.000000,0.000000,1.225000,0.479434,32.000000,-0.826983,0.479434,1.524359
12.962008,-0.001614,-0.000718,2.116740,0.000000,0.000000,1.225000,0.461135,32.000000,-0.901485,0.461135,2.121366
13.160990,-0.017111,-0.007656,1.955916,0.000000,0.000000,1.225000,0.463857,32.000000,-0.884047,0.463857,1.954641
13.391526,-0.190753,-0.096391,0.437694,0.000000,0.000000,1.225000,0.529753,32.000000,-0.726913,0.529753,0.425718
13.548656,-0.167522,-0.081547,0.982232,0.000000,0.000000,1.225000,0.508401,32.000000,-0.783633,0.508401,0.986692
13.707218,-0.135371,-0.062631,1.669284,0.000000,0.000000,1.225000,0.480994,32.000000,-0.876074,0.480994,1.674860
13.903182,-0.234609,-0.106775,0.601793,0.000000,0.000000,1.225000,0.472507,32.000000,-0.854474,0.472507,0.593418
14.072048,-0.114833,-0.058011,2.168624,0.000000,0.000000,1.225000,0.529586,32.000000,-0.768571,0.529586,2.181240
14.315107,-0.093060,-0.042727,2.388702,0.000000,0.000000,1.225000,0.477024,32.000000,-0.825141,0.477024,2.390547
14.504056,-0.202267,-0.091434,1.125327,0.000000,0.000000,1.225000,0.469054,32.000000,-0.844908,0.469054,1.115355
14.674907,-0.074295,-0.032022,2.994616,0.000000,0.000000,1.225000,0.445614,32.000000,-0.957267,0.445614,3.009617
14.832986,-0.071079,-0.035121,2.874146,0.000000,0.000000,1.225000,0.516816,32.000000,-0.746247,0.516816,2.873226
15.026075,-0.033649,-0.016101,3.336102,0.000000,0.000000,1.225000,0.498942,32.000000,-0.813289,0.498942,3.339823
15.228297,-0.052947,-0.025987,3.111394,0.000000,0.000000,1.225000,0.513017,32.000000,-0.785972,0.513017,3.109637
15.385041,-0.127229,-0.065115,1.624554,0.000000,0.000000,1.225000,0.537271,32.000000,-0.712832,0.537271,1.612739
15.577870,-0.045594,-0.021780,2.682949,0.000000,0.000000,1.225000,0.498028,32.000000,-0.891313,0.498028,2.691453
15.815981,0.246031,0.134864,5.181993,0.000000,0.000000,1.225000,0.580163,32.000000,-0.614038,0.580163,5.201744
15.975914,0.139878,0.069725,2.835448,0.000000,0.000000,1.225000,0.521829,32.000000,-0.682337,0.521829,2.816584
16.176228,0.001992,0.001062,1.280869,0.000000,0.000000,1.225000,0.562008,32.000000,-0.670809,0.562008,1.268425
16.409153,0.088894,0.045459,2.023870,0.000000,0.000000,1.225000,0.536790,32.000000,-0.706414,0.536790,2.029734
16.643068,-0.102391,-0.048919,0.469335,0.000000,0.000000,1.225000,0.498115,32.000000,-0.878784,0.498115,0.456981
16.802349,-0.017401,-0.008432,1.945887,0.000000,0.000000,1.225000,0.505879,32.000000,-0.772658,0.505879,1.957712
16.995033,0.122867,0.055930,3.537325,0.000000,0.000000,1.225000,0.472600,32.000000,-0.838695,0.472600,3.549975
17.161310,-0.011671,-0.005095,1.499079,0.000000,0.000000,1.225000,0.451807,32.000000,-0.897314,0.451807,1.482777
17.389511,-0.086207,-0.036914,0.942590,0.000000,0.000000,1.225000,0.442504,32.000000,-0.939135,0.442504,0.938202
17.579023,0.057419,0.025610,2.537161,0.000000,0.000000,1.225000,0.462318,32.000000,-0.870799,0.462318,2.549883
17.740206,0.121308,0.053249,3.530101,0.000000,0.000000,1.225000,0.454444,32.000000,-0.903291,0.454444,3.537977
17.896194,0.071498,0.029874,2.643739,0.000000,0.000000,1.225000,0.431058,32.000000,-0.923441,0.431058,2.636610
18.061209,0.059186,0.029508,2.636192,0.000000,0.000000,1.225000,0.521946,32.000000,-0.710644,0.521946,2.636092
18.225044,0.001858,0.000853,1.649799,0.000000,0.000000,1.225000,0.477158,32.000000,-0.874948,0.477158,1.641905
18.414944,0.068991,0.031759,2.438271,0.000000,0.000000,1.225000,0.478371,32.000000,-0.852291,0.478371,2.444532
18.606337,-0.007245,-0.003171,1.567690,0.000000,0.000000,1.225000,0.452986,32.000000,-0.934782,0.452986,1.560728
18.766010,0.033860,0.014140,2.198641,0.000000,0.000000,1.225000,0.430819,32.000000,-0.937033,0.430819,2.203671
18.955971,0.060643,0.031333,2.639556,0.000000,0.000000,1.225000,0.542960,32.000000,-0.723029,0.542960,2.643037
19.123005,-0.030013,-0.014395,1.124806,0.000000,0.000000,1.225000,0.500249,32.000000,-1.283760,0.500249,1.112705
19.287176,0.000743,0.000390,1.631736,0.000000,0.000000,1.225000,0.552596,32.000000,-0.320917,0.552596,1.635792
19.444553,-0.008744,-0.004970,1.430376,0.000000,0.000000,1.225000,0.604506,32.000000,-0.625075,0.604506,1.428771
19.685158,0.050614,0.026775,1.925875,0.000000,0.000000,1.225000,0.557416,32.000000,-0.551283,0.557416,1.929791
19.843554,0.052110,0.026198,1.908732,0.000000,0.000000,1.225000,0.526769,32.000000,-0.712759,0.526769,1.908562
20.024813,0.180677,0.088270,3.656558,0.000000,0.000000,1.225000,0.510430,32.000000,-0.756324,0.510430,3.670417
20.277184,0.016910,0.007807,2.537876,0.000000,0.000000,1.225000,0.479868,32.000000,-0.841107,0.479868,2.528902
20.437099,-0.056491,-0.025161,1.340353,0.000000,0.000000,1.225000,0.461610,32.000000,-0.847109,0.461610,1.330804
20.630005,0.039845,0.016923,2.374684,0.000000,0.000000,1.225000,0.438667,32.000000,-0.924899,0.438667,2.382936
20.865753,0.290657,0.128787,4.204175,0.000000,0.000000,1.225000,0.459040,32.000000,-0.873730,0.459040,4.218579
21.057938,0.223378,0.097244,3.443993,0.000000,0.000000,1.225000,0.450409,32.000000,-0.900928,0.450409,3.437760
21.258051,0.150186,0.072939,2.907083,0.000000,0.000000,1.225000,0.507116,32.000000,-0.791152,0.507116,2.902669
21.448566,0.140691,0.063226,2.674864,0.000000,0.000000,1.225000,0.466087,32.000000,-0.848008,0.466087,2.672909
21.634768,0.065891,0.028154,1.754978,0.000000,0.000000,1.225000,0.441482,32.000000,-0.834972,0.441482,1.747574
21.793467,0.170179,0.070231,3.313765,0.000000,0.000000,1.225000,0.425408,32.000000,-0.918585,0.425408,3.326148
21.984762,0.009699,0.003962,1.662230,0.000000,0.000000,1.225000,0.420816,32.000000,-0.914276,0.420816,1.649008
22.150711,0.117946,0.052651,3.303197,0.000000,0.000000,1.225000,0.462739,32.000000,-0.816504,0.462739,3.316257
22.384157,-0.063857,-0.026466,1.997965,0.000000,0.000000,1.225000,0.427341,32.000000,-0.895718,0.427341,1.987565
22.543196,-0.073612,-0.035327,1.667867,0.000000,0.000000,1.225000,0.500547,32.000000,-0.848848,0.500547,1.665270
22.737129,-0.044382,-0.019554,2.046252,0.000000,0.000000,1.225000,0.456248,32.000000,-0.864138,0.456248,2.049311
22.897755,0.068398,0.030169,3.834718,0.000000,0.000000,1.225000,0.456799,32.000000,-0.949584,0.456799,3.848989
23.094933,-0.014820,-0.008202,2.935089,0.000000,0.000000,1.225000,0.586472,32.000000,-0.581221,0.586472,2.927902
23.261284,0.024215,0.011859,3.606189,0.000000,0.000000,1.225000,0.511779,32.000000,-0.831982,0.511779,3.611543
23.447496,-0.130373,-0.060676,1.681816,0.000000,0.000000,1.225000,0.484084,32.000000,-0.783638,0.484084,1.666507
23.608496,-0.124667,-0.055613,1.853599,0.000000,0.000000,1.225000,0.462390,32.000000,-0.618644,0.462390,1.855045
23.844162,-0.157374,-0.068192,1.635058,0.000000,0.000000,1.225000,0.448165,32.000000,-0.941221,0.448165,1.633437
24.008383,-0.060540,-0.026814,3.048284,0.000000,0.000000,1.225000,0.458850,32.000000,-0.864832,0.458850,3.059627
24.207752,-0.137178,-0.060931,2.255934,0.000000,0.000000,1.225000,0.460251,32.000000,-0.849435,0.460251,2.249690
24.442120,-0.468963,-0.194136,0.041361,0.000000,0.000000,1.225000,0.426809,32.000000,-0.631000,0.426809,0.023995
24.602121,-0.263947,-0.105556,3.227702,0.000000,0.000000,1.225000,0.411424,32.000000,-0.209385,0.411424,3.253332
24.794315,-0.309468,-0.173739,1.510883,0.000000,0.000000,1.225000,0.596089,32.000000,-0.520058,0.596089,1.497411
25.027466,-0.315118,-0.153504,1.808230,0.000000,0.000000,1.225000,0.508801,32.000000,-0.796966,0.508801,1.810897
25.196165,-0.285871,-0.134566,2.399081,0.000000,0.000000,1.225000,0.490108,32.000000,-0.825164,0.490108,2.403991
25.386656,-0.374167,-0.169746,1.481848,0.000000,0.000000,1.225000,0.470872,32.000000,-0.867227,0.470872,1.474767
25.627298,-0.118611,-0.054351,3.245965,0.000000,0.000000,1.225000,0.476000,32.000000,-0.852123,0.476000,3.260195
25.782597,-0.281398,-0.122242,0.615192,0.000000,0.000000,1.225000,0.449380,32.000000,-0.902590,0.449380,0.594295
26.017273,0.158726,0.073735,3.814876,0.000000,0.000000,1.225000,0.483120,32.000000,-0.827260,0.483120,3.840355
26.259157,-0.186621,-0.082358,1.416948,0.000000,0.000000,1.225000,0.457056,32.000000,-0.875895,0.457056,1.397908
26.447306,-0.027639,-0.012054,3.229337,0.000000,0.000000,1.225000,0.451281,32.000000,-0.882366,0.451281,3.243859
26.745075,-0.146767,-0.066297,2.678151,0.000000,0.000000,1.225000,0.468693,32.000000,-0.842384,0.468693,2.673891
26.947037,-0.213245,-0.091675,2.094753,0.000000,0.000000,1.225000,0.444388,32.000000,-0.903984,0.444388,2.090232
27.110212,-0.129934,-0.054623,3.372211,0.000000,0.000000,1.225000,0.433878,32.000000,-0.904171,0.433878,3.382504
27.305140,-0.186842,-0.080138,2.744945,0.000000,0.000000,1.225000,0.443283,32.000000,-0.877001,0.443283,2.740050
27.461016,-0.106675,-0.043834,4.124028,0.000000,0.000000,1.225000,0.423452,32.000000,-0.933954,0.423452,4.135117
27.649252,-0.408659,-0.175433,0.697516,0.000000,0.000000,1.225000,0.443706,32.000000,-0.875517,0.443706,0.670360
27.836548,-0.225948,-0.097785,2.702525,0.000000,0.000000,1.225000,0.447569,32.000000,-0.849432,0.447569,2.718716
27.996218,-0.273155,-0.116911,1.989226,0.000000,0.000000,1.225000,0.442281,32.000000,-0.888327,0.442281,1.983668
28.200003,-0.493611,-0.204604,0.031967,0.000000,0.000000,1.225000,0.427399,32.000000,-0.897217,0.427399,0.016636
28.429441,-0.037477,-0.014971,3.257876,0.000000,0.000000,1.225000,0.410948,32.000000,-0.925563,0.410948,3.283729
28.619209,-0.108509,-0.047483,2.424549,0.000000,0.000000,1.225000,0.452927,32.000000,-0.891431,0.452927,2.417952
28.777302,-0.055241,-0.024124,3.286748,0.000000,0.000000,1.225000,0.451941,32.000000,-0.861398,0.451941,3.293677
28.967617,-0.262760,-0.109695,1.109331,0.000000,0.000000,1.225000,0.430662,32.000000,-0.943463,0.430662,1.092072
29.210793,-0.045501,-0.022183,2.422230,0.000000,0.000000,1.225000,0.509266,32.000000,-0.730494,0.509266,2.432786
29.369415,-0.151332,-0.071316,0.601967,0.000000,0.000000,1.225000,0.490714,32.000000,-0.619460,0.490714,0.587493
29.527670,-0.032633,-0.014951,2.684844,0.000000,0.000000,1.225000,0.475935,32.000000,-0.688527,0.475935,2.701529
29.686209,-0.094969,-0.041322,1.706340,0.000000,0.000000,1.225000,0.450156,32.000000,-0.842223,0.450156,1.698563
29.879721,-0.213993,-0.094298,0.398651,0.000000,0.000000,1.225000,0.456332,32.000000,-0.823711,0.456332,0.388332
30.117142,-0.129278,-0.054168,1.021650,0.000000,0.000000,1.225000,0.432349,32.000000,-0.840250,0.432349,1.026741
30.317291,0.055855,0.024131,2.802521,0.000000,0.000000,1.225000,0.446748,32.000000,-0.894925,0.446748,2.816735
30.476320,0.069309,0.028615,2.971274,0.000000,0.000000,1.225000,0.425591,32.000000,-0.853851,0.425591,2.972588
30.715134,-0.117329,-0.047637,1.766484,0.000000,0.000000,1.225000,0.418084,32.000000,-1.018286,0.418084,1.756929
30.908775,0.064760,0.026245,3.567329,0.000000,0.000000,1.225000,0.417264,32.000000,-0.893880,0.417264,3.581701
31.071960,0.133751,0.054856,4.569495,0.000000,0.000000,1.225000,0.422606,32.000000,-0.816389,0.422606,4.577442
31.325094,-0.175897,-0.080216,2.679964,0.000000,0.000000,1.225000,0.473538,32.000000,-0.845956,0.473538,2.664994
31.487637,-0.228420,-0.096872,2.081256,0.000000,0.000000,1.225000,0.437965,32.000000,-0.830093,0.437965,2.076591
31.683434,-0.435582,-0.182676,0.007629,0.000000,0.000000,1.225000,0.432767,32.000000,-0.853065,0.432767,-0.008680
31.919296,0.118872,0.066015,4.018879,0.000000,0.000000,1.225000,0.588781,32.000000,-0.800893,0.588781,4.050869
32.121712,0.069267,0.033616,3.307901,0.000000,0.000000,1.225000,0.506721,32.000000,-0.727132,0.506721,3.302156
32.319290,-0.105318,-0.052986,1.279199,0.000000,0.000000,1.225000,0.527194,32.000000,-0.631822,0.527194,1.263047
32.509495,0.049952,0.023746,3.219856,0.000000,0.000000,1.225000,0.495384,32.000000,-0.796017,0.495384,3.235350
32.702282,-0.114797,-0.055467,1.265950,0.000000,0.000000,1.225000,0.504275,32.000000,-0.758766,0.504275,1.250399
32.862274,0.009092,0.004440,3.433300,0.000000,0.000000,1.225000,0.510214,32.000000,-0.708012,0.510214,3.450636
33.056969,-0.052330,-0.024339,2.736942,0.000000,0.000000,1.225000,0.483747,32.000000,-0.901421,0.483747,2.731407
33.221752,-0.017229,-0.007775,3.299120,0.000000,0.000000,1.225000,0.468202,32.000000,-0.805927,0.468202,3.303628
33.413334,-0.102452,-0.044957,2.366339,0.000000,0.000000,1.225000,0.454277,32.000000,-0.869053,0.454277,2.358943
33.605362,-0.037307,-0.017959,3.030690,0.000000,0.000000,1.225000,0.502221,32.000000,-0.799981,0.502221,3.036034
33.796356,0.026139,0.012133,3.785758,0.000000,0.000000,1.225000,0.482705,32.000000,-0.775005,0.482705,3.791783
33.985878,-0.199757,-0.087936,1.225058,0.000000,0.000000,1.225000,0.455839,32.000000,-0.722489,0.455839,1.204699
34.182823,-0.120674,-0.054271,2.004205,0.000000,0.000000,1.225000,0.466469,32.000000,-0.717353,0.466469,2.010526
34.376400,-0.005730,-0.002466,3.263779,0.000000,0.000000,1.225000,0.444975,32.000000,-0.981649,0.444975,3.273863
34.566780,-0.218920,-0.093150,0.962270,0.000000,0.000000,1.225000,0.439512,32.000000,-0.828622,0.439512,0.943993
34.725777,0.002575,0.001051,4.413763,0.000000,0.000000,1.225000,0.420311,32.000000,-0.864571,0.420311,4.441378
34.955303,-0.539340,-0.227621,0.470505,0.000000,0.000000,1.225000,0.435691,32.000000,-0.831973,0.435691,0.439355
35.201523,-0.420756,-0.168019,1.303702,0.000000,0.000000,1.225000,0.410783,32.000000,-0.951771,0.410783,1.310705
35.388203,-0.432083,-0.211677,0.118738,0.000000,0.000000,1.225000,0.511973,32.000000,-0.648617,0.511973,0.109572
35.542446,-0.286728,-0.129774,3.294363,0.000000,0.000000,1.225000,0.469683,32.000000,-0.751745,0.469683,3.319931
35.776276,-0.365587,-0.162124,2.727127,0.000000,0.000000,1.225000,0.459456,32.000000,-0.818685,0.459456,2.722889
35.935738,-0.284836,-0.140585,3.489086,0.000000,0.000000,1.225000,0.516183,32.000000,-0.677906,0.516183,3.495362
36.098717,-0.378357,-0.174349,2.285517,0.000000,0.000000,1.225000,0.478902,32.000000,-0.669885,0.478902,2.276114
36.301369,-0.357234,-0.157903,2.616973,0.000000,0.000000,1.225000,0.457844,32.000000,-0.843232,0.457844,2.619882
36.490559,-0.322441,-0.136515,3.136876,0.000000,0.000000,1.225000,0.437173,32.000000,-0.875376,0.437173,3.141243
36.654408,-0.290527,-0.121307,3.640517,0.000000,0.000000,1.225000,0.430736,32.000000,-0.795603,0.430736,3.644706
36.897217,-0.512979,-0.236025,1.849546,0.000000,0.000000,1.225000,0.478116,32.000000,-0.635441,0.478116,1.835664
37.123585,-0.245504,-0.110423,4.025022,0.000000,0.000000,1.225000,0.466521,32.000000,-0.865969,0.466521,4.042637
37.367844,-0.251450,-0.120952,3.838354,0.000000,0.000000,1.225000,0.501815,32.000000,-0.749338,0.501815,3.837095
37.599857,-0.396983,-0.177832,2.850967,0.000000,0.000000,1.225000,0.464480,32.000000,-0.834028,0.464480,2.843392
37.758369,-0.500413,-0.215205,1.438869,0.000000,0.000000,1.225000,0.444553,32.000000,-0.834720,0.444553,1.427843
37.947292,-0.487362,-0.205050,1.660017,0.000000,0.000000,1.225000,0.434255,32.000000,-0.864964,0.434255,1.662097
38.189182,-0.565408,-0.239125,1.083078,0.000000,0.000000,1.225000,0.436670,32.000000,-0.817416,0.436670,1.078921
38.346458,-0.447955,-0.192272,2.808608,0.000000,0.000000,1.225000,0.443632,32.000000,-0.813992,0.443632,2.822656
38.542366,-0.435690,-0.195770,2.687284,0.000000,0.000000,1.225000,0.466019,32.000000,-0.852673,0.466019,2.686620
38.702843,-0.429208,-0.184497,3.062834,0.000000,0.000000,1.225000,0.444332,32.000000,-0.778160,0.444332,3.066076
38.894817,-0.531262,-0.221776,2.097642,0.000000,0.000000,1.225000,0.430638,32.000000,-0.996075,0.430638,2.090259
39.054443,-0.500200,-0.218466,2.183035,0.000000,0.000000,1.225000,0.451991,32.000000,-0.803050,0.451991,2.183997
39.253605,-0.685159,-0.299786,0.259584,0.000000,0.000000,1.225000,0.452863,32.000000,-0.863973,0.452863,0.244668
39.409653,-0.777156,-0.337895,-1.244658,0.000000,0.000000,1.225000,0.449799,32.000000,-0.806532,0.449799,-1.256272
39.637589,-0.298857,-0.123877,2.422481,0.000000,0.000000,1.225000,0.427398,32.000000,-0.967081,0.427398,2.452064
39.796535,-0.225963,-0.098084,3.352522,0.000000,0.000000,1.225000,0.449007,32.000000,-0.795240,0.449007,3.360088
39.956486,-0.290163,-0.125833,2.328248,0.000000,0.000000,1.225000,0.448556,32.000000,-0.916593,0.448556,2.320213
40.153397,-0.381696,-0.160075,1.493071,0.000000,0.000000,1.225000,0.432760,32.000000,-0.874620,0.432760,1.486639
40.312210,-0.437277,-0.189679,0.375715,0.000000,0.000000,1.225000,0.448676,32.000000,-0.781460,0.448676,0.367016
40.544498,-0.113151,-0.058001,2.547092,0.000000,0.000000,1.225000,0.538209,32.000000,-0.721380,0.538209,2.564583
40.729771,-0.124970,-0.058271,2.529114,0.000000,0.000000,1.225000,0.485078,32.000000,-0.734799,0.485078,2.529057
40.886532,-0.099753,-0.045218,3.014488,0.000000,0.000000,1.225000,0.470469,32.000000,-0.738297,0.470469,3.018428
41.080643,-0.233227,-0.102169,1.617386,0.000000,0.000000,1.225000,0.453448,32.000000,-0.788815,0.453448,1.606364
41.279480,-0.233067,-0.106515,1.496262,0.000000,0.000000,1.225000,0.474638,32.000000,-0.687807,0.474638,1.495463
41.438309,-0.159533,-0.069019,2.862106,0.000000,0.000000,1.225000,0.447411,32.000000,-0.881861,0.447411,2.873122
41.627934,-0.217353,-0.095918,2.160850,0.000000,0.000000,1.225000,0.457048,32.000000,-0.781643,0.457048,2.155383
41.786503,-0.154286,-0.065026,3.288710,0.000000,0.000000,1.225000,0.435057,32.000000,-0.717582,0.435057,3.297817
41.976261,-0.257249,-0.106859,2.207685,0.000000,0.000000,1.225000,0.428372,32.000000,-0.748917,0.428372,2.199196
42.148056,-0.337178,-0.144886,0.996517,0.000000,0.000000,1.225000,0.444161,32.000000,-0.845963,0.444161,0.987025
42.335388,-0.293505,-0.122246,1.563300,0.000000,0.000000,1.225000,0.429598,32.000000,-0.803412,0.429598,1.568019
